titre,date,extrait
"Selon le HCP, trois régions ont créé 58% de la richesse nationale en 2019",2021-07-27,"Les disparités quant à la création de la richesse entre les régions s’accentuent. Les disparités quant à la création de la richesse entre les régions se sont accentuées, relève le HCP, dans une"
"Signature d'une convention de partenariat entre la CNDP, l'OCP et l'UM6P",2021-07-27,"Cette collaboration tripartite permettra à ce chantier national de haute importance de s’appuyer, notamment, sur les ressources, talents et infrastructures de l’écosystème UM6P. Omar Seghrouchn"
"Production céréalière record de 103,2 millions de quintaux en 2020-2021",2021-07-26,"La campagne 2020-2021 est historiquement la deuxième meilleure campagne après celle de 2014-2015, malgré une pluviométrie comparable à une campagne normale. Comme annoncé il y a déjà quelques s"
Le projet d'extension du port de Laâyoune à l'étude: Du développement en perspective,2021-07-26,"Le complexe est le principal port polyvalent de la région Grand Sud, dont l’activité commerciale s’élève à environ 5 millions de tonnes. L’Agence nationale des ports a lancé un appel d’offres p"
La CGEM et les syndicats planchent sur le télétravail,2021-07-20,Une nouvelle législation sur le télétravail doit tenir compte de la nécessité de permettre aux travailleurs de trouver un équilibre entre leur vie professionnelle et leur vie personnelle. Avec
Le HCP plaide pour un retour en force de l'etat régulateur,2021-07-20,"Le HCP pense qu’il faudrait se focaliser, en particulier, sur trois réformes indispensables pour une inversion de la tendance baissière que connaît notre croissance économique potentielle. Quant à"
"Un soutien bienvenu à la ""Génération Green 2020-2030""",2021-07-20,"Un programme qui met, notamment, l’accent sur la conversion des petites exploitations vers des modes de production plus respectueux des ressources naturelles Le Royaume du Maroc, représenté par"
Une usine de production de bornes de recharge 100% marocaine,2021-07-20,"Cette usine dispose d’une capacité de production mensuelle de 300 bornes de recharge pour voitures électriques et aura un volume de production annuelle de 5.000 bornes à partir de fin 2022, après"
Quand le niveau de vie se dégrade,2021-07-20,"Estimant leur situation respective d’emploi et financière de plus en plus déplorable, les ménages marocains restent pessimistes quant à l’évolution de leur niveau de vie et de l’opportunité à effe"
La BCP clôture sa tournée à Casablanca,2021-07-20,Les Régionales de l’Investissement du groupe BCP ont permis de rassembler plus de 4.000 participants. Elles ont surtout permis d’identifier un potentiel d’investissement qui dépasse les 10 milliar
Plus de 13.500 plateformes de démonstration dans le cadre du programme Al Moutmir de l'OCP,2021-07-20,"Créer un effet d’émulation et d’induction porté par les agriculteurs qui ont hébergé ces plateformes de démonstration, véritables ambassadeurs des bonnes pratiques et garants de la continuité de l"
"Coopération économique Maroc-Israël: L’agriculture, un terreau fertile",2021-07-20,"Spécialisé dans les technologies et les innovations agricoles, Israël apparait, pour le Maroc, comme un partenaire privilégié pour développer son système agricole et s’imposer sur le marché mondia"
Le Crédit Agricole appuie fortement les entrepreneurs,2021-07-19,"Logé dans un espace de 2.000 m2 et doté de ressources de pointe, le Centre vient ainsi confirmer le rôle prépondérant du Crédit Agricole du Maroc dans l’accompagnement et le financement du dévelop"
Un nouveau duo à la tête de la confédération du tourisme,2021-07-19,"Hamid Bentahar et Hicham Mhammedi Alaoui viennent d’être élus par une forte majorité, président et vice-président de la Confédération nationale du tourisme jusqu’en 2024 Après la tenue de l’ass"
"Partenariat pour l’accompagnement des tpe régionales ""Qimam Intelaka""",2021-07-16,Un partenariat prometteur au service de la promotion de l'entrepreneuriat et de l!accompagnement des porteurs de projets dans la région Casablanca-Settat. Le Centre Régional d’Investissemen
Création de l’agence nationale de gestion des participations de l’état,2021-07-16,"La loi 82.20 portant création de l""Agence nationale chargée d""assurer la gestion stratégique des participations de l""État, adoptée le jeudi 15 juillet 2021, par la Chambre des conseillers, lors de"
Maroc entrepreneurs lance le programme Meet Africa 2 Maroc,2021-07-16,"L’association Maroc Entrepreneurs a lancé, jeudi 15 juillet 2021, le programme Meet Africa 2 Maroc, un outil d""accompagnement destiné aux entrepreneurs de la diaspora en phase de développement et"
La Banque Populaire clôture à Casablanca les régionales de l'investissement 2021,2021-07-14,La confiance des opérateurs est de retour: plus de 10 milliards de dirhams de projets identifiés par la Banque Populaire. Casablanca constitue la dernière escale de l’édition 2021 des Régionale
"Enquête de l'Ausim: Le digital, une priorité pour les banques marocaines",2021-07-14,"L’enquête, menée par l’AUSIM en partenariat avec BearingPoint, a pour objectif d’analyser le niveau de digitalisation de la relation client et de la distribution bancaire et de porter un regard su"
Réforme fiscale: Les conseillers adoptent le projet de loi-cadre,2021-07-14,"La Chambre des a adopté, mardi 13 juillet 2021 en séance plénière, le projet de loi-cadre n°19-69 portant sur la réforme fiscale. Ce projet de loi-cadre vise à jeter les bases et les fondemen"
La réforme des établissements et entreprises publics est en marche,2021-07-14,"La Chambre des conseillers a approuvé, mardi 13 juillet 2021 en séance plénière, le projet de Loi-cadre n°50-21 relatif à la réforme des établissements et entreprises publics (EEP). Ce texte vise"
Quand les banques et les assurances font face à la crise,2021-07-14,"Malgré les risques et les incertitudes, les signes d’amélioration des perspectives économiques et financières commencent à s’éclaircir tant au plan national qu’international. Comme à l’accoutum"
Les investisseurs Émiratis prospectent le Sahara Marocain,2021-07-13,"Cet événement renforcera davantage le rayonnement de Laâyoune en tant que destination privilégiée pour les investisseurs étrangers, ainsi que la volonté de l’ouverture sur l’environnement arabe, a"
Promotion de l'entrepreneuriat: CDG invest injecte 3 millions de dirhams dans la startup LNKO,2021-07-13,"CDG Invest a investi 3 millions de dirhams dans Lnko, startup opérant dans le e-commerce et spécialisée dans les lunettes. A travers cet investissement, la lauréate de la deuxième promotion du pro"
L'OCP membre de l'European sustainable Phosphorus platform,2021-07-13,"L’OCP place au coeur de sa stratégie la nécessité d’offrir le bon engrais, au bon endroit, au juste prix pour tous les agriculteurs. “Le groupe partagera son expertise et ses bonnes pratiques a"
Les ambitions du nouveau plan stratégique Twenty4change de BMCI,2021-07-13,La filiale du groupe BNP Paribas s’est fixé pour objectifs de faire progresser son PNB à un rythme plus important que celui du marché et de faire partie des trois premières banques de la place en
La campagne agricole 2020-2021 favorablement impactée par la résorption du déficit hydrique,2021-07-13,Les précipitations salvatrices durant les premiers mois de l’année 2021 se sont avérées bénéfiques pour le moral de tous nos agriculteurs. Le bilan définitif de la campagne agricole 2020-2021 n
La station d’Agadir sera inaugurée début septembre,2021-07-13,La station de dessalement d’eau de mer d’Agadir est presque finalisée. Les tests de mise en service se poursuivent actuellement pour une inauguration à partir de septembre. Le point avec Brahim Ha
Elalamy contredit par l'Organisation internationale des constructeurs automobiles,2021-07-13,"Lors d’une prestation devant la commission des secteurs productifs au sein de la Chambre des représentants, le ministre de l’industrie et du commerce évoque le chiffres de 700.000 voitures produit"
Un nouvel endettement,2021-07-13,"Le FMI lance l’opération d’émission de 650 milliards de dollars de DTS (droit de tirage spécial), pour faire face aux difficultés de liquidités dans le monde. La quote-part du Maroc est de 1,2 mil"
Les bonnes nouvelles de l’Office des changes,2021-07-13,La reprise des investissements directs étrangers et la hausse spectaculaire des transferts des Marocains résidant à l’étranger ont permis de reconstituer le stock des réserves en devises qui se ch
150 millions d'Euros pour accompagner 100.000 entrepreneurs agricoles,2021-07-12,"Le programme se déploie à la fois à l’échelle nationale et dans trois grandes régions agricoles: l’Oriental, Fès Meknès, et Souss-Massa. L’Agence française de développement (AFD) annonce un par"
LANCEMENT DU FORUM INTERNATIONAL DES ÉNERGIES DE L’INDUSTRIE,2021-07-12,"Le Maroc s’est fixé de couvrir 52% de ses besoins énergétiques par de l’énergie propre d’ici 2030, là où l’Europe tout comme les Etats-Unis se projettent sur une neutralité carbone à l’horizon 205"
Crédit du Maroc signe une convention de partenariat avec l’Université Internationale de Rabat,2021-07-12,"Jeudi 1er juillet 2021 a eu lieu à l’Université Internationale de Rabat, la signature de deux conventions de partenariat entre Crédit du Maroc et l’Université Internationale de Rabat. Cette signat"
Progression des ventes de voitures de plus de 16%,2021-07-12,"Les ventes de voitures neuves se sont établies à 94.025 unités au titre du premier semestre 2021, en progression de 16,4% par rapport à la même période de 2019, a indiqué, jeudi 8 juillet 2021 à C"
Mieux redistribuer les richesses,2021-07-09,Le moins que l’on puisse dire est que cette nouvelle loi dessine les contours d’une politique fiscale et économique pour les cinq années à venir et devrait accompagner la mise en place du nouveau
Impact économique du covid-19 sur les régions du Maroc,2021-07-08,"La Direction des études et prévisions financières (DEPF) a publié les résultats d’une étude conjointe avec la Banque mondiale, sur l’impact socio- économique de la crise sanitaire dans les douze r"
"Majorel, filiale de Saham et de Bertelsmann, à vendre ?",2021-07-08,"Après avoir cédé pour 1,05 milliard de dollars ses parts dans Saham Assurances au géant sud-africain Sanlam, des bruits courent quant à un projet de vente de sa filiale Majorel, codétenue à parts"
"Abdelmounaïm Majd: ""La réforme vise à mettre en place un système fiscal efficace et équitable""",2021-07-08,"Le chercheur en politiques financières et fiscales Abdelmounaïm Majd nous détaille la portée et les visées de la réforme fiscale, et les dispositions mises en place pour atteindre la justice et l’"
Le modèle de développement tient son modèle de financement,2021-07-08,"Il va sans dire que la réforme fiscale que vient d’entamer le Maroc constituera un couperet dans son histoire présente. Mais pour que cette réforme réussisse vraiment, les citoyens devront nécessa"
Port Tanger Med: hausse de plus de 25% du chiffre d’affaires du pôle portuaire,2021-07-07,"1,46 milliard de dirhams. C’est le montant du chiffre d’affaires réalisé par le pôle portuaire Tanger Med à fin juin 2021, soit une hausse de de 25% par rapport à la même période durant l’année de"
212 founders academy: CDG invest lance une académie au profit des entrepreneurs,2021-07-07,"CDG Invest, branche investissement du groupe Caisse de dépôt et de gestion (CDG), lance la 212 Founders Academy, un parcours de formation en ligne pour réussir sa startup. Accompagnant le programm"
Situation des finances publiques à fin mai 2021: Des conditions favorables à l’international,2021-07-07,"Dans une note de recherche, Attijari Global Research indique que dans son ensemble, les finances publiques sont en phase d’amélioration grâce à la reprise. Dans une note de recherche publiée le"
Nada Filali portée à la tête du pôle technologies et support de Wafa Assurance,2021-07-07,"Wafa Assurance, filiale de la holding Al Mada, ancienne SNI, vient de renforcer son top management. Ainsi, elle vient d’annoncer que Nada Filali a été nommée le 28 juin 2021 à la tête du Pôle Tech"
"Tourisme: 2020, une année charnière pour l’ONMT",2021-07-07,L’Office national marocain du tourisme (ONMT) a tenu son conseil d’administration le 30 juin 2021. L’occasion de revenir sur les principales actions menées par l’Office pour soutenir les professio
Étude sur le boycott qui a frappé trois marques commerciales en 2018,2021-07-07,"Personne jusqu’à présent ne connaît les origines du boycott inédit qui a frappé de plein fouet trois grandes marques commerciales : Sidi Ali, Danone et Afriquia. Mais deux chercheurs marocains, Ja"
"Abdellah El Fergui: ""Nous voulons un plan Marshall national pour sauver les TPE/PME""",2021-07-07,La Confédération des TPE/PME a récemment publié une note pour alerter le gouvernement sur la situation d’innombrables entreprises lourdement impactées par la pandémie. Les détails avec son préside
"Bataille contre les accords de libre-échange déséquilibrés: Après l’Egypte, l’Union européenne ?",2021-07-07,"La ""guerre"" commerciale livrée à l’Egypte est la deuxième du genre après celle contre la Turquie. Le ministre de l’Industrie peut-t-il renégocier les accords de libre-échange avec les Etats-Unis o"
Note du HCP sur la situation économique au premier trimestre 2021,2021-07-07,"Au moment où le secteur de l’industrie et celui des services connaissent un repli, le secteur agricole, lui, tire son épingle du jeu. L’arrêté des comptes nationaux fait ressortir une croissanc"
"""Régionales de l'investissement"" du groupe Banque Populaire pose ses valises à Marrakech",2021-07-06,"Dans la continuité de la tournée régionale entamée par la Banque Populaire à travers les différentes régions du Maroc, Marrakech a accueilli, mercredi 30 juin 2021, la 7ème étape du road show Les"
"HCP : La croissance de l’économie attendue à 7,2% ce 3e trimestre",2021-07-06,"Essentiellement tirée par les services et l’agriculture, la croissance attendue est en train de reprendre son rythme haussier. L’activité économique devrait s’accélérer ce 3e trimestre. Selon l"
"Partenariat: Khotwa, une initiative collective pour l’entrepreneuriat",2021-07-02,"Ciblant les porteurs de projets pouvant bénéficier d’un financement dans le cadre du Programme Intégré d’Appui et de Financement des Entreprises (PIAFE), Khotwa vise à promouvoir l’esprit entrepre"
Programme OCP Al Moutmir de semis direct: Des résultats forts prometteurs pour une agriculture résiliente et durable,2021-06-30,"Face aux changements climatiques et à la rareté des précipitations, le groupe OCP s’est penché sur des modèles territoriaux de transition agro-écologique de l’agriculture qui puissent mettre à l’é"
"Direction générale des impôts: 144,8 milliards de dh de recettes fiscales nettes en 2020",2021-06-30,"La contribution sociale de solidarité sur les bénéfices a enregistré un taux de réalisation de 102,3% pour un montant de 2,2 milliards de dirhams, fait savoir la DGI dans son rapport d’activité 20"
Faire face aux défis du marché du travail,2021-06-30,"La caractéristique principale du marché du travail marocain, c’est que la création d’emplois reste clairement insuffisante. Un rapport sur le suivi de la situation économique au Maroc a été pré"
"Le Maroc a su profiter de la crise, selon la banque mondiale",2021-06-30,"La Banque mondiale met en garde le Maroc sur les risques liés à la propagation mondiale de nouveaux variants de coronavirus plus infectieux, aux contraintes d’approvisionnement qui affectent la ca"
Holmarcom Insurance Activities ouvre son capital à l'IFC,2021-06-30,"D’après le groupe marocain, ce partenariat avec la Société financière internationale (IFC) lui permettra d’accélérer sa croissance dans le secteur de l’assurance et de renforcer son positionnement"
La dette publique atteint des niveaux alarmants: La bombe à retardement,2021-06-30,"Faute de vision, le gouvernement continue d’endetter le pays. En 2020 et 2021, la dette globale publique a pulvérisé tous les records. L’inquiétant, c’est que cet endettement sert uniquement à com"
Le pouvoir d’achat des ménages au plus bas,2021-06-30,Le surendettement provoque forcément un affaiblissement du pouvoir d’achat des Marocains. Une situation qui n’arrange pas l’économie marocaine dans le sens où ce faible pouvoir d’achat fragilise l
"Ahmed Azirar: ""La classe moyenne risque gros s’il y a un dérapage de l’endettement""",2021-06-30,"Le rythme de l’endettement s’est accéléré ces dernières années, surtout en période de Covid-19. Un rythme qui interpelle, notamment, sur l’affectation des emprunts, selon Ahmed Azirar, économiste,"
Le Maroc expose à Yaoundé son expertise en logements abordables,2021-06-30,"Le Maroc a pris part, mardi 22 juin 2021, aux travaux de la table ronde des ministres africains en charge de l’Habitat, du développement urbain et des finances, qui s’est tenue via visioconférence"
Maroc Telecom recèle encore du potentiel de croissance,2021-06-30,"Malgré un contexte concurrentiel de plus en plus féroce et après deux années successives 2019 et 2020 marquées par des éléments exceptionnels, le résultat net de l’opérateur devrait clôturer en ha"
"La relance, quelles priorités?",2021-06-30,"Pour l’AEI, compte tenu des ressources limitées de notre pays, Il est plus que jamais nécessaire de faire des choix courageux de nos premières priorités sectorielles et territoriales. Dans un c"
Prévisions de Bank Al-Maghrib: Belles perspectives pour l’économie marocaine,2021-06-30,"Le Maroc devrait réaliser une croissance de 5,3% en 2021, notamment grâce au développement des activités agricoles, d’après les prévisions de Bank Al-Maghrib. Après avoir subi les contrecoups d"
La croissance fera du surplace cette année par rapport à 2020,2021-06-30,"Le Centre marocain de conjoncture a recommandé une adaptation de la stratégie industrielle du Maroc pour se positionner après la pandémie du Covid-19, en développant les facteurs d’attractivité po"
Les députés fustigent Elalamy,2021-06-30,"Le ministre de l’industrie et de commerce, Moulay Hafid Elalamy, a dû affronter la colère des députés qui, los d’une séance parlementaire, lundi 21 juin 2021, ont vivement critiqué le retard qu’ac"
Expo Dubaï 2021: Une formidable vitrine universelle pour le Maroc,2021-06-29,"Le Maroc met les bouchées doubles pour réussir sa participation à l’Exposition Universelle Dubaï 2020, qui devait se tenir l’année dernière mais a été reportée en raison de la crise sanitaire. Le"
"Le groupe alliances lance une nouvelle marque immobilière, alliances résidences",2021-06-29,"Le groupe immobilier Alliances commence à sortir véritablement la tête de l’eau. Et ce après une période difficile connue il y a quelques années, notamment son endettement explosif. Désormais, le"
CONVENTION ENTRE LE GROUPE OCP ET LA SFI,2021-06-28,Le groupe OCP et la Société Financière internationale (IFC) ont signé une convention de financement d’un montant de 100 millions de dollars qui permettra au premier producteur mondial de phosphate
L’AUTONOMIE DES FEMMES PAR L’ENTREPRENEURIAT,2021-06-25,"On ne peut aboutir à la prospérité et au développement durable qu’en garantissant les droits des femmes et en assurant l’égalité. L’Organisation du Monde Islamique pour l’Éducation, les Science"
"Le Maroc, terre d’opportunités",2021-06-24,"Le Royaume a montré une grande capacité d’adaptation et une forte réactivité, qui, associées à une stratégie de relance alliant les secteurs public et privé, laissent entrevoir un rebond de l’écon"
"En 2030, 100% de l'eau utilisée par OCP proviendra de sources non conventionnelles",2021-06-24,"La mission de l’OCP, centrée sur l’humain et qui vise à nourrir le monde, ne peut se faire sans une véritable stratégie de développement durable. Lors d’un webinaire organisé le 10 juin 2021 pa"
La hausse des prix des matières premières plombe les finances publiques,2021-06-24,"Outre le poids financier considérable sur les finances publiques, l’importante hausse des matières premières a tendance également à peser sur les prix de certains produits non subventionnés comme"
La relance économique n’est pas pour demain,2021-06-24,"Point de relance économique sans investissement. En ces temps de crise où le budget de l’Etat devient maigre, les dépenses d’investissement baissent et celles de fonctionnement augmentent. Crise o"
"Entretien avec Soufiane Zegzouti, PDG de Galaxy voyage",2021-06-24,"Malgré toutes les difficultés rencontrées pendant la période de la crise sanitaire, le patron de Galaxy Voyage, Soufiane Zegzouti, affiche un optimisme béat par rapport à l’avenir du tourisme nati"
Retour des MRE: Les professionnels du tourisme en ordre de bataille,2021-06-24,"La Confédération nationale du tourisme a tenu une réunion, le 14 juin, afin de mettre en place la stratégie d’accueil des MRE pendant la saison estivale 2021, en particulier la politique tarifaire"
"Les baisses des prix des billets coûteront 4,5 MMDH à l’état",2021-06-23,"Les aéroports marocains ont pu traiter avec succès un flux de 180.000 voyageurs, dont 64% arrivés dans une période ne dépassant pas une semaine, un flux qui connaîtra une augmentation croissante d"
La microfinance va évoluer vers un système de banque universelle,2021-06-23,"Du nouveau pour l’activité du microcrédit au Maroc. La Chambre des représentants a adopté à l’unanimité, mardi 22 juin 2021 en séance plénière, le projet de loi relatif au microcrédit. Le projet d"
Produits de la mer : construction de deux usines à Tanger et Fnideq,2021-06-22,"L’entreprise britannique Sykes Seafood et Klaas Puul Beheer (Pays-Bas) prévoient de construire deux nouvelles usines, dans le Nord du Maroc, qui seront spécialisées dans les produits de la mer, du"
Les régionales de l'investissement posent leurs valises à Tanger,2021-06-22,"La tournée des «Régionales de l’investissement», un roadshow dédié à la relance économique des régions du Maroc, a fait escale récemment à Tanger. La 6e étape de cette tournée, initiée par le grou"
Entrepreneuriat : Accompagnement des porteurs de projets de M’DIQ-Fnideq,2021-06-22,"Les Journées portes ouvertes au profit des porteurs de projets ont choisi la préfecture de M’diq- Fnideq pour leur 4e escale, ce lundi 21 juin 2021. Organisé par le Centre régional d’investissemen"
L'écosystème de l'UM6P met en vitrine 13 startups et 4 solutions marocaines,2021-06-22,"Au niveau du Groupe OCP, deux solutions innovantes ont été mises en avant à “Viva Tech”, le plus grand salon de technologie sous format hybride. La cinquième édition «Viva Technology » (VivaTec"
Plan Maroc mines 2021-2030: Impulser une nouvelle dynamique,2021-06-22,"OEuvrer pour une industrialisation intégrée et durable, découvrir de nouveaux gisements et optimiser la valeur ajoutée des substances minérales exploitées. Le Plan Maroc Mines (PMM) 2021-2030,"
Un engagement pour la relance du tourisme national,2021-06-21,"Le leader de l’investissement touristique, Madaëf, filiale du groupe CDG, s’apprête à ouvrir six nouvelles unités hôtelières d’ici la fin de l’année 2021, contribuant, ainsi, à la relance du secte"
Une relance des IDE en 2021 face à des perspectives incertaines,2021-06-21,La réussite de la campagne nationale de de vaccination et les mesures de soutien gouvernementales devraient permettre d’attirer de nouveau les investissements directs étrangers. Ces derniers devra
La Banque mondiale accorde un prêt de 450 millions de dollars au Maroc,2021-06-18,"Le programme vise également à favoriser des solutions de financement innovantes, telles que le financement participatif, un secteur émergent dans lequel le Maroc figure parmi les leaders au Moyen-"
La dépréciation de la lire turque face au dirham pénalise le textile marocain,2021-06-16,"Les baisses successives de la lire turque sur le marché des changes font craindre une nouvelle perte de compétitivité du secteur textile marocain face à la forte concurrence turque. En un an, l"
Vers une économie de l'hydrogène vert,2021-06-16,"Explorer davantage les bénéfices socio-économiques des énergies renouvelables, en mettant l’accent sur le développement de nouvelles chaînes de valeur et la création d’emplois. Un accord de par"
Les projets d’investissement dans le secteur de l'agroalimentaire AU se multiplient au Maroc,2021-06-16,"C’est à travers une offre de bonne qualité et de produits innovants qu’on pourra stimuler l’appétit du consommateur, se substituer à l’import et exploiter le potentiel. 283 projets d’inv e s t"
Le nouveau modèle de développement ne fait pas l’unanimité,2021-06-16,"Alors que quasiment tous les partis politiques n’ont émis aucune critique sur le rendu de la Commission spéciale sur le modèle du développement, des associations se sont fendues de réquisitoires s"
Gazoduc Nigéria-Maroc: Bientôt le lancement des travaux,2021-06-15,"Le Nigéria lancera prochainement la construction du gazoduc qui le reliera au Maroc. C’est ce qu’a annoncé Yusuf Usman, directeur général de la Nigeria National Petroleum Corporation (NNPC) au quo"
"La région de Dakhla, nouvel Eldorado des investisseurs",2021-06-15,"Une convention de partenariat a été signée, vendredi 11 juin 2021 à Dakhla, au siège du Centre régional d’investissement de Dakhla-Oued Eddahab, portant sur la mise en place du programme intégré d"
La charge de la compensation explose à fin mai 2021,2021-06-15,"Selon de nombreux analystes, la surchauffe qui s’est emparée, ces derniers mois, des marchés des matières premières risque de s’intensifier avec les signes avant-coureurs de la reprise économique"
"Le groupe OCP, une signature de qualité",2021-06-14,L’objectif de cette démarche proactive d’OCP est d’optimiser la structure financière du groupe en tirant profit de l’évolution des conditions de marché. OCP S.A. a annoncé avoir procédé avec su
Le Royaume investit dans la réduction des risques,2021-06-14,"La Banque mondiale a renforcé son appui au Maroc en matière de gestion des risques de catastrophe, notamment sous la forme d’aide financière et de conseils techniques. La Banque mondiale (BM) a"
Hausse importante de la production des phosphates au 1er trimestre 2021,2021-06-14,"Alors que plusieurs secteurs économiques s’enfoncent dans la crise à cause de la pandémie, les phosphates et dérivés enregistrent les meilleures performances de production. Des niveaux satisfaisan"
Le pays de l'oncle Sam ouvre ses marchés au Maroc,2021-06-11,"Malgré le ralentissement économique mondial dû à la pandémie, le commerce bilatéral entre les États-Unis et le Maroc en 2020 a atteint 3,3 milliards de dollars. Un volume conséquent qui en dit lon"
LES BANQUES AFRICAINES FACE À LA CRISE,2021-06-11,L’étude dresse un tableau détaillé du secteur bancaire africain face à la crise sanitaire. Quel était le niveau de préparation à la crise des banques africaines? Quelles stratégies ont- elles d
La pandémie creuse les inégalités entre les riches et les pauvres,2021-06-11,"L’économie mondiale va enregistrer cette année sa plus forte croissance en 80 ans mais les pays pauvres, en manque de vaccins contre le Covi-19, continuent d’être à la traîne. L’économie mondia"
"Aziza Ghallam: ""85% des couples infertiles vivent dans la dépression""",2021-06-10,"Pour Aziza Ghallam, présidente de l’Association marocaine des aspirants à la paternité et à la maternité (MAPA), le traitement de l’infertilité n’est pas un luxe mais un droit constitutionnel. Ell"
Appel à une couverture sanitaire totale de l'infertilité,2021-06-10,"Omar Sefrioui, président de la Société marocaine de médecine de reproduction et de médecine foetale. L’Association marocaine des aspirants à la paternité et à la maternité (MAPA) a réitéré son ap"
80% des TPME marocaines touchées par la crise,2021-06-10,"La note d’orientation sur l’impact du Covid-19 sur l’emploi et les TPME au Maroc, élaborée par la Banque africaine de développement (BAD) et l’Organisation internationale du Travail (OIT), préconi"
Comment l’Europe peut reconquérir le Maghreb,2021-06-10,Le think tank français Institut Montaigne recommande aux pays européens de se repositionner au Maghreb en profitant de la crise sanitaire. L’Afrique du Nord a besoin de liquidités et l’Europe doit
Le groupe Crédit Agricole accompagne le déploiement de la stratégie génération Green,2021-06-10,"Un programme qui permettra de réunir, à chaque étape, les jeunes entrepreneurs agricoles afin de les orienter, les encadrer et leur apporter les financements nécessaires favorisant ainsi, l’éclosi"
"1,15 milliard d'Euros de pertes pour l'Espagne",2021-06-09,"Le manque à gagner de la suppression de l’étape espagnole de l’opération Marhaba est évalué à 1,15 milliard d’euros dont 500 millions comme chiffre d’affaires de la traversée du Détroit. Aussi, de"
Appui à l'entreprenariat agricole dans le Gharb et Le Haouz,2021-06-09,Le soutien financier accordé aux projets sélectionnés variera entre 40% pour ceux dont les budgets se situeraient entre 3 et 4 millions de dirhams et 90% pour ceux dont les budgets n’excèderaient
La création d’entreprises souffre de la pandémie,2021-06-09,"Au cours de l’année écoulée, les CRI ont traité 20.467 demandes de création d’entreprises, en baisse de 21% par rapport à l’année 2019, qui avait connu la création de 26.046 entreprises. En dre"
Les provinces du sud au coeur de la dynamique d'investissement,2021-06-09,"L’objectif fixé est, entre autres, d’accompagner 300 porteurs de projets, à l’horizon 2022, et de financer 70% des projets accompagnés. Le Centre régional d’investissement de Laâyoune-Sakia El"
Un Marocain sur 2 a connu au moins une expérience de pauvreté,2021-06-09,"Selon une étude l’Observatoire national du développement humain (ONDH), le taux de pauvreté absolue représente 1,2% des Marocains en 2019, alors que le taux de pauvreté relative se maintient à un"
Attijariwafa Bank initie ses collaborateurs à l'agriculture urbaine,2021-06-08,"À l’occasion de la journée mondiale de l’environnement, célébrée chaque année le 5 juin, Attijariwafa bank a organisé, en collaboration avec l’association Toit En Vert, un «Green Day» sous forme d"
Reprise du trafic aérien au maroc: une bouffée d’oxygène pour la RAM,2021-06-08,"La réouverture des frontières est un soulagement pour la Royal Air Maroc, qui a essuyé de lourdes pertes causées par la fermeture prolongée du ciel marocain. Après l’orage, le décollage. C’est"
Les exportations agroalimentaires ont bondi de 40% sur la période 2014-2020,2021-06-08,"Pour leur deuxième édition, «Les Rendez-vous de l’Industrie» ont choisi pour thème l’agroalimentaire. Organisé le mardi 8 juin 2021 par le ministère de l’Industrie, du Commerce et de l’Economie ve"
Des producteurs Espagnols de fruits et légumes lancent un appel au boycott des produits originaires du Maroc,2021-06-07,"Coexphal, l’association des producteurs de fruits et légumes d’Almeria, déclare la guerre aux produits issus du secteur agroalimentaire marocain. Le conseil d’administration de l’association de"
L'envolée des prix des viandes de volaille persiste,2021-06-07,"Alimentés par la flambée des prix des matières premières agricoles et la hausse du coût du fret, les prix du poulet de chair se sont envolés de 60% sur les quatre premiers mois de l’année. Les"
La CGEM et Mascir joignent leurs efforts pour la promotion de la R&D,2021-06-04,"Les deux institutions mèneront ensemble des actions visant à encourager les entreprises marocaines, tous secteurs et régions confondus, ainsi qu’à inscrire la R&D appliquée dans leurs stratégies d"
"La reprise est là, mais la vigilance reste de mise",2021-06-04,"Tout en annonçant la reprise de la croissance au niveau de l’économie mondiale, les experts de l’OCDE ne manquent pas de mettre en garde contre la persistance de certains vents contraires à cette"
Les big-data au secours du marché du travail,2021-06-04,"Une solution digitale, durable et pérenne d’information, permettant des gains d’efficacité globale du marché du travail. Un accord de coopération vient d’être signé, mardi 25 mai 2021, à Rabat,"
"Nabil Souaf: ""La relance de la plasturgie dépendra de l’application de la préférence nationale""",2021-06-04,"Le secteur marocain de la plasturgie compte 650 entreprises, employant 75.000 personnes et 320.000 en indirect, pour un chiffre d’affaires annuel de plus de 21 milliards de dirhams. Un secteur qui"
Un continent qui table sur la durabilité de son énergie,2021-06-04,Le potentiel de développement de sources d’énergie verte est immense dans la région comme le prouvent les projets d’énergie solaire et éolienne déjà implantés autant dans les zones urbaines que ru
L’Espagne pactise avec le diable,2021-06-03,"Le contrat du gazoduc Maghreb-Europe, qui transite par le Maroc, prendra fin dans cinq mois. Sera-t-il renouvelé ou pas? Une question qui taraude l’Espagne. Le voisin ibérique a dîné avec le diabl"
L'institut CDG se penche sur l'avenir des startups au Maroc,2021-06-02,"Mettre en lumière la réalité de l’écosystème des fintechs au Maroc, tout en offrant un éclairage nouveau sur la profondeur du marché national. Pour le second rendez-vous de son cycle de confére"
Un programme d’accompagnement de 500 porteurs de projets,2021-06-02,"“Inti3ach”. C’est le nom du nouveau programme intégré d’accompagnement et de financement des entreprises (PIAFE) lancé le 31 mai 2021 à Agadir, fruit d’un partenariat signé entre le Centre régiona"
